Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,clean_text,normalized_comment,stopword_clean
Tai doido',0,1,0,0,0,0,0,0,0,0,0,0,tai doido,tai doido,tai doido
USER Ikutilah seruan ulama yang hanif ð???,0,0,0,0,0,0,0,0,0,0,0,0,ikutilah seruan ulama yang hanif ???,ikutilah seruan ulama yang hanif ???,ikutilah seruan ulama hanif
"USER Itu perbuatan kaum nasrani atau yahudi kali om, utk memecah belah umat muslim. Astagfirullah'",1,0,0,1,1,0,0,0,0,0,1,0,"itu perbuatan kaum nasrani atau yahudi kali om, utk memecah belah umat muslim. astagfirullah","itu perbuatan kaum nasrani atau yahudi kali om, untuk memecah belah umat muslim. astagfirullah","perbuatan kaum nasrani yahudi kali om, memecah belah umat muslim. astagfirullah"
USER sedi lagunya ih aq mau nangis di pudak onta;(',0,0,0,0,0,0,0,0,0,0,0,0,sedi lagunya ih aq mau nangis di pudak onta,sedi lagunya ih aq ingin nangis di pudak onta,sedi lagunya ih aq ingin nangis pudak onta
Makin mau mati malah makin menjadi jadi si iblis betina tua itu..\n#TANGKAPSukmawati',1,1,1,0,0,0,0,0,1,1,0,0,makin mau mati malah makin menjadi jadi si iblis betina tua itu.. tangkapsukmawati,makin ingin mati malah makin menjadi jadi si iblis betina tua itu.. tangkapsukmawati,makin ingin mati malah makin menjadi iblis betina tua itu.. tangkapsukmawati
"asal selamat ke seberang, biar bergantung di ekor buaya - sangat perlu akan pertolongan, b... #peribahasa'",0,0,0,0,0,0,0,0,0,0,0,0,"asal selamat ke seberang, biar bergantung di ekor buaya - sangat perlu akan pertolongan, b... peribahasa","asal selamat ke seberang, biar bergantung di ekor buaya - sangat perlu akan pertolongan, b... peribahasa","asal selamat seberang, biar bergantung ekor buaya sangat perlu pertolongan, b... peribahasa"
USER USER Tentunya untuk fasilitas / kepentingan NEGARA. Bukan untuk kepentingan Calon presiden,0,0,0,0,0,0,0,0,0,0,0,0,tentunya untuk fasilitas kepentingan negara. bukan untuk kepentingan calon presiden,tentunya untuk fasilitas kepentingan negara. bukan untuk kepentingan calon presiden,tentunya fasilitas kepentingan negara. kepentingan calon presiden
"Bunda Adri bercerita pengalamannya sekolah di sekolah kristen, merayakan lebaran, natal, dan imlek bersama teman. ""SabangMerauke bisa jadi alat untuk belajar keberagaman, toleransi harus dirasakan, buat anak anak saya"" #MenjalinToleransi'",0,0,0,0,0,0,0,0,0,0,0,0,"bunda adri bercerita pengalamannya sekolah di sekolah kristen, merayakan lebaran, natal, dan imlek bersama teman. sabangmerauke bisa jadi alat untuk belajar keberagaman, toleransi harus dirasakan, buat anak anak saya menjalintoleransi","bunda adri bercerita pengalamannya sekolah di sekolah kristen, merayakan lebaran, natal, dan imlek bersama teman. sabangmerauke bisa jadi alat untuk belajar keberagaman, toleransi harus dirasakan, buat anak anak saya menjalintoleransi","bunda adri bercerita pengalamannya sekolah sekolah kristen, merayakan lebaran, natal, imlek teman. sabangmerauke bisa alat belajar keberagaman, toleransi harus dirasakan, buat anak anak saya menjalintoleransi"
erudite apanya aku mah bodoh cuma kegedean congor aja',0,1,0,0,0,0,0,0,0,0,0,0,erudite apanya aku mah bodoh cuma kegedean congor aja,erudite apanya aku mah bodoh cuma kegedean congor saja,erudite apanya aku mah bodoh kegedean congor
Saya tambah mengerti setelah membacanya sampai selesai dan mengambil hikmah dan pikiran positifnya yg rationalð???; ; PERJUANGAN MORAL JOKOWI....; ; Wakil Presiden Jusuf Kalla (JK) dalam sambutan acara Simposium Ekonomi di...,0,0,0,0,0,0,0,0,0,0,0,0,saya tambah mengerti setelah membacanya sampai selesai dan mengambil hikmah dan pikiran positifnya yg rational ??? perjuangan moral jokowi.... wakil presiden jusuf kalla jk dalam sambutan acara simposium ekonomi di...,saya tambah mengerti setelah membacanya sampai selesai dan mengambil hikmah dan pikiran positifnya yang rational ??? perjuangan moral jokowi.... wakil presiden jusuf kalla jk dalam sambutan acara simposium ekonomi di...,saya tambah mengerti membacanya selesai mengambil hikmah pikiran positifnya rational perjuangan moral jokowi.... wakil presiden jusuf kalla jk sambutan acara simposium ekonomi di...
USER Presiden rasa mapia #2019GantiPresiden,1,1,1,0,0,0,0,0,1,1,0,0,presiden rasa mapia 2019gantipresiden,presiden rasa mapia 2019gantipresiden,presiden rasa mapia 2019gantipresiden
"Ini mah sama aja nanti hasilnya. Selama investasi jadi panglima ekonomi kita mustahil rakyat akan sejahtera. Harus banting stir, kembali pada prinsip2 ekonomi gotong royong seperti yg tercantum dlm pasal 33 UUD 45.; ; Jangan lagi rakyat keluar mulut buaya",0,0,0,0,0,0,0,0,0,0,0,0,"ini mah sama aja nanti hasilnya. selama investasi jadi panglima ekonomi kita mustahil rakyat akan sejahtera. harus banting stir, kembali pada prinsip2 ekonomi gotong royong seperti yg tercantum dlm pasal 33 uud 45. jangan lagi rakyat keluar mulut buaya","ini mah sama saja nanti hasilnya. selama investasi jadi panglima ekonomi kita mustahil rakyat akan sejahtera. harus banting stir, kembali pada prinsip2 ekonomi gotong royong seperti yang tercantum dalam pasal 33 uud 45. jangan lagi rakyat keluar mulut buaya","mah sama nanti hasilnya. investasi panglima ekonomi kita mustahil rakyat sejahtera. harus banting stir, kembali prinsip2 ekonomi gotong royong tercantum pasal 33 uud 45. jangan rakyat keluar mulut buaya"
RT USER USER USER USER USER USER Kasus para simpatisannya pak prabowo ga ada yang bener,1,0,0,1,0,0,0,0,1,0,1,0,kasus para simpatisannya pak prabowo ga ada yang bener,kasus para simpatisannya pak prabowo tidak ada yang benar,kasus simpatisannya pak prabowo tidak ada benar
"Kata Airlangga Pribadi, jangan lupa Bu Khofifah pengalaman 3 tahun Mensos bersama Presiden USER , ikut serta membantu mengentaskan kemiskinan. #KhofifahEmilJatimSatu",0,0,0,0,0,0,0,0,0,0,0,0,"kata airlangga pribadi, jangan lupa bu khofifah pengalaman 3 tahun mensos bersama presiden , ikut serta membantu mengentaskan kemiskinan. khofifahemiljatimsatu","kata airlangga pribadi, jangan lupa bu khofifah pengalaman 3 tahun mensos bersama presiden , ikut serta membantu mengentaskan kemiskinan. khofifahemiljatimsatu","kata airlangga pribadi, jangan lupa bu khofifah pengalaman 3 tahun mensos presiden ikut membantu mengentaskan kemiskinan. khofifahemiljatimsatu"
"USER Istilah 'cebong' dan 'kampret' kurang berbau Arab. Pakailah istilah 'onta dungu' atau 'keledai liar'.""",1,1,0,1,0,0,0,0,1,0,1,0,istilah cebong dan kampret kurang berbau arab. pakailah istilah onta dungu atau keledai liar .,istilah cebong dan kampret kurang berbau arab. pakailah istilah onta dungu atau keledai liar .,istilah cebong kampret kurang berbau arab. pakailah istilah onta dungu keledai liar
"Ada akun ketepu jutaan.\nTp biarlah, itu akun kapir cebong...\xf0\x9f\x98\x82'",1,1,1,0,0,0,0,0,1,1,0,0,"ada akun ketepu jutaan. tp biarlah, itu akun kapir cebong...","ada akun ketepu jutaan. tapi biarlah, itu akun kapir cebong...","ada akun ketepu jutaan. tapi biarlah, akun kapir cebong..."
USER Polisi terkutuk...',1,1,0,1,0,0,0,0,1,0,1,0,polisi terkutuk...,polisi terkutuk...,polisi terkutuk...
"A:aduh min kok aku kelihatan\ntua ya ?\nB:liat deh kulit becky 30an\nmenjelang 40..\nA:gua nanya keadaan kulit\ngua,bukan becky bego !'",1,1,1,0,0,0,0,0,1,1,0,0,"a aduh min kok aku kelihatan tua ya ? b liat deh kulit becky 30an menjelang 40.. a gua nanya keadaan kulit gua,bukan becky bego !","a aduh min kok aku kelihatan tua ya ? b liat deh kulit becky 30an menjelang 40.. a saya nanya keadaan kulit gua,bukan becky bego !","a aduh min aku kelihatan tua b liat deh kulit becky 30an menjelang 40.. a saya nanya keadaan kulit gua,bukan becky bego !"
KPK: 10 Anggota DPRD Sumut Kembalikan Uang - Warta Ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,kpk 10 anggota dprd sumut kembalikan uang - warta ekonomi,kpk 10 anggota dprd sumut kembalikan uang - warta ekonomi,kpk 10 anggota dprd sumut kembalikan uang warta ekonomi
"Suka bgt emutin kontol yg gede,,,, gt,,,'",0,1,0,0,0,0,0,0,0,0,0,0,"suka bgt emutin kontol yg gede,,,, gt,,,","suka banget emutin kontol yang gede,,,, gt,,,","suka banget emutin kontol gede,,,, gt,,,"
USER ITU SUKUN BANGSAD!',1,1,1,0,0,0,0,0,1,1,0,0,itu sukun bangsad!,itu sukun bangsad!,sukun bangsad!
menolak berita hoax dan sukseskan pilkada damai diwilayah kota kediri:,0,0,0,0,0,0,0,0,0,0,0,0,menolak berita hoax dan sukseskan pilkada damai diwilayah kota kediri,menolak berita hoax dan sukseskan pilkada damai diwilayah kota kediri,menolak berita hoax sukseskan pilkada damai diwilayah kota kediri
RT USER USER USER USER Itu doa bro kan semua akan tua pada waktunya dan digantikan yang muda begitu juga USER,1,0,1,0,0,0,0,0,1,1,0,0,itu doa bro kan semua akan tua pada waktunya dan digantikan yang muda begitu juga,itu doa bro kan semua akan tua pada waktunya dan digantikan yang muda begitu juga,doa bro tua waktunya digantikan muda juga
USER Kliatan pengeeen msk kabinet kerja eps 2. Cb hitung bung utang kita sdh dkt 5000.triliun hrsnya anggota dpr jgn.jln2 ke luar negri. Biaya parpol dicabut aja itu ide brilian',0,0,0,0,0,0,0,0,0,0,0,0,kliatan pengeeen msk kabinet kerja eps 2. cb hitung bung utang kita sdh dkt 5000.triliun hrsnya anggota dpr jgn.jln2 ke luar negri. biaya parpol dicabut aja itu ide brilian,kliatan pengeeen msk kabinet kerja eps 2. cb hitung bung utang kita sudah dkt 5000.triliun hrsnya anggota dpr jgn.jln2 ke luar negri. biaya parpol dicabut saja itu ide brilian,kliatan pengeeen msk kabinet kerja eps 2. cb hitung bung utang kita dkt 5000.triliun hrsnya anggota dpr jgn.jln2 negri. biaya parpol dicabut ide brilian
"jijik bgt, goblok.'",0,1,0,0,0,0,0,0,0,0,0,0,"jijik bgt, goblok.","jijik bgt, goblok.","jijik bgt, goblok."
USER USER USER USER USER USER USER USER Karena biang maho',0,1,0,0,0,0,0,0,0,0,0,0,karena biang maho,karena biang maho,biang maho
Dubes Kwang Il Bertekad Kembangkan Pertukaran Budaya Korea-RI #KlikRMOL #korut,0,0,0,0,0,0,0,0,0,0,0,0,dubes kwang il bertekad kembangkan pertukaran budaya korea-ri klikrmol korut,dubes kwang il bertekad kembangkan pertukaran budaya korea-ri klikrmol korut,dubes kwang il bertekad kembangkan pertukaran budaya korea-ri klikrmol korut
Jangan nonton atau dengar lagu banci URL cc USER USER',0,1,0,0,0,0,0,0,0,0,0,0,jangan nonton atau dengar lagu banci cc,jangan nonton atau dengar lagu banci cc,jangan nonton dengar lagu banci cc
kenapa byk orang **** buta IT smh \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',0,0,0,0,0,0,0,0,0,0,0,0,kenapa byk orang buta it smh,kenapa byk orang buta it smh,kenapa byk orang buta it smh
RT USER Cina tidak termasuk salah satu RAS di Indonesia. Beda dg SingaPur,1,0,0,1,0,1,0,0,0,0,1,0,cina tidak termasuk salah satu ras di indonesia. beda dg singapur,cina tidak termasuk salah satu ras di indonesia. beda dg singapur,cina tidak termasuk salah satu ras indonesia. beda dg singapur
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Masalahnya si banci dengan akun palsu itu bilang utang pemerintah era USER,1,1,1,0,0,0,0,1,0,1,0,0,masalahnya si banci dengan akun palsu itu bilang utang pemerintah era,masalahnya si banci dengan akun palsu itu bilang utang pemerintah era,masalahnya banci akun palsu bilang utang pemerintah era
USER HAHAHAHAHA aku pun sneak out tgh malam buta haa bukan ada permission \xf0\x9f\x98\x82 still consider as strict parents ok',0,0,0,0,0,0,0,0,0,0,0,0,hahahahaha aku pun sneak out tgh malam buta haa bukan ada permission still consider as strict parents ok,hahahahaha aku pun sneak out tgh malam buta haa bukan ada permission still consider as strict parents ok,hahahahaha aku sneak out tgh malam buta haa ada permission still consider as strict parents ok
"081223555353 - Jika aku berkata, aku tak lagi membutuhkanmu. Maka aku adalah orang munafik, karena dalam setiap hariku, ak #JualForediJogja'",0,0,0,0,0,0,0,0,0,0,0,0,"081223555353 - jika aku berkata, aku tak lagi membutuhkanmu. maka aku adalah orang munafik, karena dalam setiap hariku, ak jualforedijogja","081223555353 - jika aku berkata, aku tak lagi membutuhkanmu. maka aku adalah orang munafik, karena dalam setiap hariku, ak jualforedijogja","081223555353 aku berkata, aku tak membutuhkanmu. aku orang munafik, hariku, ak jualforedijogja"
"ya gua intinya ga nyesel dah pokoknya join di 8angsat, biar pun memb nya pada bego semua kadang wkwk.g'",0,1,0,0,0,0,0,0,0,0,0,0,"ya gua intinya ga nyesel dah pokoknya join di 8angsat, biar pun memb nya pada bego semua kadang wkwk.g","ya saya intinya tidak nyesel dah pokoknya join di 8angsat, biar pun memb nya pada bego semua kadang wkwk.g","saya intinya tidak nyesel dah pokoknya join 8angsat, biar memb bego kadang wkwk.g"
"RT USER: Kapan asu makan yang bukan haknya,\nKapan asu makan berlebihan,\nKapan asu pernah mencuri sebagaimana para manusia..\n\nDimana\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,"kapan asu makan yang bukan haknya, kapan asu makan berlebihan, kapan asu pernah mencuri sebagaimana para manusia.. dimana","kapan asu makan yang bukan haknya, kapan asu makan berlebihan, kapan asu pernah mencuri sebagaimana para manusia.. dimana","kapan asu makan haknya, kapan asu makan berlebihan, kapan asu pernah mencuri manusia.."
USER Saya mmg noo,0,0,0,0,0,0,0,0,0,0,0,0,saya mmg noo,saya mmg noo,saya mmg noo
USER USER Namanya PRRI susah. Gampang PKI,1,0,0,1,0,1,0,0,0,0,1,0,namanya prri susah. gampang pki,namanya prri susah. gampang pki,namanya prri susah. gampang pki
RT USER: Contoh babi 1:\n\nDah tahu dah nak merah pegi jalan lagi. Kalau tak sangkut takpe. Ni sangkut kat tengah jalan. Pastu orang lain\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,contoh babi 1 dah tahu dah nak merah pegi jalan lagi. kalau tak sangkut takpe. ni sangkut kat tengah jalan. pastu orang lain,contoh babi 1 dah tahu dah nak merah pegi jalan lagi. kalau tak sangkut takpe. ni sangkut kat tengah jalan. pastu orang lain,contoh babi 1 dah tahu dah nak merah pegi jalan lagi. kalau tak sangkut takpe. ni sangkut kat tengah jalan. pastu orang lain
USER Kalo sby nikahkan anaknya dengan koruptor berarti?,1,0,1,0,0,0,0,0,1,1,0,0,kalo sby nikahkan anaknya dengan koruptor berarti?,kalau sby nikahkan anaknya dengan koruptor berarti?,kalau sby nikahkan anaknya koruptor berarti?
USER Cebong mah percaya wae di boongin meme\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80',1,1,0,1,0,0,0,0,1,0,1,0,cebong mah percaya wae di boongin meme,cebong mah percaya wae di boongin meme,cebong mah percaya wae boongin meme
Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat.,1,1,1,0,0,0,0,0,1,1,0,0,anies congornya aja gede. realisasinya gak ada. janji terus dari awal bisanya paling korupsi. balik jadi dosen aja bangsat.,anies congornya saja gede. realisasinya tidak ada. janji terus dari awal bisanya paling korupsi. balik jadi dosen saja bangsat.,anies congornya gede. realisasinya tidak ada. janji terus awal bisanya paling korupsi. balik dosen bangsat.
"Bahas kebangsaan hrs dijelaskan Tuhan YME dlm Pancasila utk semua orang Indonesia, Allah SWT benci kafir bukan Tuhan",1,0,0,1,1,0,0,0,0,0,1,0,"bahas kebangsaan hrs dijelaskan tuhan yme dlm pancasila utk semua orang indonesia, allah swt benci kafir bukan tuhan","bahas kebangsaan hrs dijelaskan tuhan yme dalam pancasila untuk semua orang indonesia, allah swt benci kafir bukan tuhan","bahas kebangsaan hrs dijelaskan tuhan yme pancasila orang indonesia, allah swt benci kafir tuhan"
"Wow, dana-nya dari mana?!?!; Sungguh terlaluh kau kowi!!!; Balik solo!!!; #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,"wow, dana-nya dari mana?!?! sungguh terlaluh kau kowi!!! balik solo!!! 2019gantipresiden","wow, dana-nya dari mana?!?! sungguh terlaluh kau kowi!!! balik solo!!! 2019gantipresiden","wow, dana-nya mana?!?! sungguh terlaluh kau kowi!!! balik solo!!! 2019gantipresiden"
"LGBT TIDAK HARUS DIDISKRIMINASI DI TEMPAT KERJA \xe2\x80\x93 MUJAHID\n\nGolongan LGBT (lesbian, gay, biseksual dan transgender) di Malaysia berhak menikmati hak yang sama sebagai warga negara ini dan... URL",0,0,0,0,0,0,0,0,0,0,0,0,"lgbt tidak harus didiskriminasi di tempat kerja mujahid golongan lgbt lesbian, gay, biseksual dan transgender di malaysia berhak menikmati hak yang sama sebagai warga negara ini dan...","lgbt tidak harus didiskriminasi di tempat kerja mujahid golongan lgbt lesbian, gay, biseksual dan transgender di malaysia berhak menikmati hak yang sama sebagai warga negara ini dan...","lgbt tidak harus didiskriminasi tempat kerja mujahid golongan lgbt lesbian, gay, biseksual transgender malaysia berhak menikmati hak sama sebagai warga negara dan..."
USER USER USER USER /siapin taplak meja di bahu q/',0,0,0,0,0,0,0,0,0,0,0,0,siapin taplak meja di bahu q,siapin taplak meja di bahu q,siapin taplak meja bahu q
USER Nah hasilnya bagi bagi ke akuu wkwkwk. Oh gitu bagus deh. Sarapan ga sarapan tetep sarap\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0,nah hasilnya bagi bagi ke akuu wkwkwk. oh gitu bagus deh. sarapan ga sarapan tetep sarap,nah hasilnya bagi bagi ke akuu wkwkwk. oh gitu bagus deh. sarapan tidak sarapan tetep sarap,nah hasilnya bagi bagi akuu wkwkwk. gitu bagus deh. sarapan tidak sarapan tetep sarap
USER Jablay gitu bazeng:((',1,1,1,0,0,0,0,1,0,1,0,0,jablay gitu bazeng,jablay gitu bazeng,jablay gitu bazeng
USER ENGGA SETAN GUE NANYI',0,1,0,0,0,0,0,0,0,0,0,0,engga setan gue nanyi,tidak setan saya nanyi,tidak setan saya nanyi
USER ada baiknya beliau diminta mundur saja pak USER jika memang mau berpolitik,1,0,1,0,0,0,0,0,1,1,0,0,ada baiknya beliau diminta mundur saja pak jika memang mau berpolitik,ada baiknya beliau diminta mundur saja pak jika memang ingin berpolitik,ada baiknya beliau diminta mundur pak memang ingin berpolitik
#Info USER Apa aja sih Program Bantuan Pemerintah untuk Perguruan Tinggi Agama Hindu? Cek disini _,0,0,0,0,0,0,0,0,0,0,0,0,info apa aja sih program bantuan pemerintah untuk perguruan tinggi agama hindu? cek disini,info apa saja sih program bantuan pemerintah untuk perguruan tinggi agama hindu? cek disini,info apa program bantuan pemerintah perguruan tinggi agama hindu? cek disini
Astaghfirullohal'aziim tlg diingatkn aj jgn sampai #musyrik #SalamBudaya #SpiritGN #Sragen #Yogyakarta #haram #aGama,0,0,0,0,0,0,0,0,0,0,0,0,astaghfirullohal aziim tlg diingatkn aj jgn sampai musyrik salambudaya spiritgn sragen yogyakarta haram agama,astaghfirullohal aziim tlg diingatkn aj jgn sampai musyrik salambudaya spiritgn sragen yogyakarta haram agama,astaghfirullohal aziim tlg diingatkn aj jgn musyrik salambudaya spiritgn sragen yogyakarta haram agama
"wOe CeBoNg LoE yA, dAsAr kOMuNis, aThEiS, siLiPis, AuTiS, sALiBiS'",1,1,0,1,0,0,1,0,0,0,1,0,"woe cebong loe ya, dasar komunis, atheis, silipis, autis, salibis","woe cebong kamu ya, dasar komunis, atheis, silipis, autis, salibis","woe cebong kamu ya, dasar komunis, atheis, silipis, autis, salibis"
"USER USER Dikasih bukti, terpojok, mlipirnya kemana-mana. Itu namanya cacat logika.'",1,1,1,0,0,0,0,0,1,1,0,0,"dikasih bukti, terpojok, mlipirnya kemana-mana. itu namanya cacat logika.","dikasih bukti, terpojok, mlipirnya kemana-mana. itu namanya cacat logika.","dikasih bukti, terpojok, mlipirnya kemana-mana. namanya cacat logika."
"USER USER USER USER USER Justru malah universal dia ngomong....""kitab suci"" berarti semua kitab suci dong.....menistakan semua kitab suci,dan Al Qur'an adalah salah satu kitab suci agama Islam...tdk ada keraguan di",0,0,0,0,0,0,0,0,0,0,0,0,"justru malah universal dia ngomong.... kitab suci berarti semua kitab suci dong.....menistakan semua kitab suci,dan al qur an adalah salah satu kitab suci agama islam...tdk ada keraguan di","justru malah universal dia ngomong.... kitab suci berarti semua kitab suci dong.....menistakan semua kitab suci,dan al qur an adalah salah satu kitab suci agama islam...tdk ada keraguan di","justru malah universal dia ngomong.... kitab suci berarti kitab suci dong.....menistakan kitab suci,dan al qur an salah satu kitab suci agama islam...tdk ada keraguan"
"USER USER USER Dan cebong pun terdiam. Taunya apple to apple doang, istilah yang bikin katanya keliatan pinter tapi minim kognitif'",1,1,1,0,0,0,0,0,1,1,0,0,"dan cebong pun terdiam. taunya apple to apple doang, istilah yang bikin katanya keliatan pinter tapi minim kognitif","dan cebong pun terdiam. taunya apple to apple doang, istilah yang bikin katanya keliatan pinter tapi minim kognitif","cebong terdiam. taunya apple to apple doang, istilah katanya keliatan pinter tapi minim kognitif"
USER mata gue picek sama dia yg pake koma koma',1,1,1,0,0,0,1,0,0,1,0,0,mata gue picek sama dia yg pake koma koma,mata saya picek sama dia yang pake koma koma,mata saya picek sama dia pake koma koma
"\xe3\x85\xa1 Junki, bocah laki-laki itu menekan dagu mungilnya dengan ujung tumpul pensil warna berwarna biru muda. Sepasang mata sipit mengerjap, dahi berkerut menandakan pria kecil tengah berpikir. \n\n\xe2\x80\x9cItu Eomma, untuk berenang!\xe2\x80\x9d",0,0,0,0,0,0,0,0,0,0,0,0,"junki, bocah laki-laki itu menekan dagu mungilnya dengan ujung tumpul pensil warna berwarna biru muda. sepasang mata sipit mengerjap, dahi berkerut menandakan pria kecil tengah berpikir. itu eomma, untuk berenang!","junki, bocah laki-laki itu menekan dagu mungilnya dengan ujung tumpul pensil warna berwarna biru muda. sepasang mata sipit mengerjap, dahi berkerut menandakan pria kecil tengah berpikir. itu eomma, untuk berenang!","junki, bocah laki-laki menekan dagu mungilnya ujung tumpul pensil warna berwarna biru muda. sepasang mata sipit mengerjap, dahi berkerut menandakan pria kecil tengah berpikir. eomma, berenang!"
Utk memastikan penggagalan proyek EKTP berhasil; ; 1. Sekjen Kemendagri tidak tindaklanjuti keluhan Paulus Tanos; ; 2. Keluhan Paulus Tanos ke Mendagri tdk bisa diteruskan ke Presiden SBY krna Mendagri tdk diberi kesempatan menghadap Presiden,0,0,0,0,0,0,0,0,0,0,0,0,utk memastikan penggagalan proyek ektp berhasil 1. sekjen kemendagri tidak tindaklanjuti keluhan paulus tanos 2. keluhan paulus tanos ke mendagri tdk bisa diteruskan ke presiden sby krna mendagri tdk diberi kesempatan menghadap presiden,untuk memastikan penggagalan proyek ektp berhasil 1. sekjen kemendagri tidak tindaklanjuti keluhan paulus tanos 2. keluhan paulus tanos ke mendagri tidak bisa diteruskan ke presiden sby krna mendagri tidak diberi kesempatan menghadap presiden,memastikan penggagalan proyek ektp berhasil 1. sekjen kemendagri tidak tindaklanjuti keluhan paulus tanos 2. keluhan paulus tanos mendagri tidak bisa diteruskan presiden sby krna mendagri tidak diberi kesempatan menghadap presiden
USER Kok aku ra asing karo kui yo',0,0,0,0,0,0,0,0,0,0,0,0,kok aku ra asing karo kui yo,kok aku ra asing karo kui yo,aku ra asing karo kui yo
USER LAAAAHHHHH jackson dibilang sampah trs yg ngetweet apaan coba? :( mau liat akunnya dong kak heheh :(',0,0,0,0,0,0,0,0,0,0,0,0,laaaahhhhh jackson dibilang sampah trs yg ngetweet apaan coba? mau liat akunnya dong kak heheh,laaaahhhhh jackson dibilang sampah terus yang ngetweet apaan coba? ingin liat akunnya dong kak heheh,laaaahhhhh jackson dibilang sampah terus ngetweet apaan coba? ingin liat akunnya dong kak heheh
USER cowonya kasi ke gua aj bgst.\nlo bejat bener jd cewe astaga',1,1,1,0,0,0,0,1,0,1,0,0,cowonya kasi ke gua aj bgst. lo bejat bener jd cewe astaga,cowonya kasi ke saya aj bgst. kamu bejat benar jadi cewe astaga,cowonya kasi saya aj bgst. kamu bejat benar cewe astaga
USER cubit aja titit nya kalo nakal',0,1,0,0,0,0,0,0,0,0,0,0,cubit aja titit nya kalo nakal,cubit saja titit nya kalau nakal,cubit titit kalau nakal
USER Mao naek apa kek....bodo amat..kaga. Ngaruh keleees...; Lihat polling gogle 91% minta Presiden nya diganti..; Ha ha ha....; #2019GantiPresiden; #PakOgahGantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,mao naek apa kek....bodo amat..kaga. ngaruh keleees... lihat polling gogle 91 minta presiden nya diganti.. ha ha ha.... 2019gantipresiden pakogahgantipresiden,mao naek apa kek....bodo amat..kaga. ngaruh keleees... lihat polling gogle 91 minta presiden nya diganti.. ha ha ha.... 2019gantipresiden pakogahgantipresiden,mao naek apa kek....bodo amat..kaga. ngaruh keleees... lihat polling gogle 91 minta presiden diganti.. ha ha ha.... 2019gantipresiden pakogahgantipresiden
"Utang bank asing demi bli saham Freeport.G bisa bayar utang, Freeport disita, loe ngecap ""dibeli salah g dibeli salah mau loe ap"".. sederhana, g usah kakean gaya utang yg ad aj ud menumpuk, trus mu nambah? Rakyat itu yg penting bahan pokok murah, barang",0,0,0,0,0,0,0,0,0,0,0,0,"utang bank asing demi bli saham freeport.g bisa bayar utang, freeport disita, loe ngecap dibeli salah g dibeli salah mau loe ap .. sederhana, g usah kakean gaya utang yg ad aj ud menumpuk, trus mu nambah? rakyat itu yg penting bahan pokok murah, barang","utang bank asing demi bli saham freeport.g bisa bayar utang, freeport disita, kamu ngecap dibeli salah g dibeli salah ingin kamu ap .. sederhana, g usah kakean gaya utang yang ad aj ud menumpuk, terus mu nambah? rakyat itu yang penting bahan pokok murah, barang","utang bank asing demi bli saham freeport.g bisa bayar utang, freeport disita, kamu ngecap dibeli salah g dibeli salah ingin kamu ap sederhana, g usah kakean gaya utang ad aj ud menumpuk, terus nambah? rakyat penting bahan pokok murah, barang"
"USER USER Cebong mana terima dibilang rezim amatiran...\nKlo gak amatir mana bukti ini rezim profesional???utang negara,janji kampanye mana buktinya... kemakmuran rakyat??? Subsidi dicabuti....rezim kayak gini lu mau bilang profesional?",1,1,1,0,0,0,0,0,1,1,0,0,"cebong mana terima dibilang rezim amatiran... klo gak amatir mana bukti ini rezim profesional???utang negara,janji kampanye mana buktinya... kemakmuran rakyat??? subsidi dicabuti....rezim kayak gini lu mau bilang profesional?","cebong mana terima dibilang rezim amatiran... kalau tidak amatir mana bukti ini rezim profesional???utang negara,janji kampanye mana buktinya... kemakmuran rakyat??? subsidi dicabuti....rezim kayak gini lu ingin bilang profesional?","cebong mana terima dibilang rezim amatiran... kalau tidak amatir mana bukti rezim profesional???utang negara,janji kampanye mana buktinya... kemakmuran rakyat??? subsidi dicabuti....rezim kayak gini lu ingin bilang profesional?"
USER USER USER USER USER Si bani kampret USER nyecerrnya cuma berani ke gue.. Klo ke eloe mah... Dia kederrrr... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\x,1,1,1,0,0,0,0,0,1,1,0,0,si bani kampret nyecerrnya cuma berani ke gue.. klo ke eloe mah... dia kederrrr... x,si bani kampret nyecerrnya cuma berani ke gue.. kalau ke eloe mah... dia kederrrr... x,bani kampret nyecerrnya berani gue.. kalau eloe mah... dia kederrrr... x
